image_name,signal_b50,signal_b800,signal_b2000
labels_mask_case_id_TCGA-DD-AAED_4_2_cell_expansion_5_0_threshold_0_4_facet_size_3.0.csv.tif,24608.19259600263,16234.0808893087,10431.233619710543
labels_mask_case_id_TCGA-CC-A3MA_2_4_cell_expansion_9_0_threshold_0_5_facet_size_3.0.csv.tif,24855.560816634177,17723.553898253722,11564.446133322806
labels_mask_case_id_TCGA-YA-A8S7_2_2_cell_expansion_5_0_threshold_0_4_facet_size_3.0.csv.tif,24393.65483048317,14358.054817463708,8270.64570218046
labels_mask_case_id_TCGA-YA-A8S7_0_4_cell_expansion_3_0_threshold_0_8_facet_size_3.0.csv.tif,22504.254273634117,4295.79021098515,1180.7769640993547
labels_mask_case_id_TCGA-CC-A3MA_3_3_cell_expansion_15_0_threshold_0_5_facet_size_3.0.csv.tif,24807.157139678948,17124.005171282275,10607.539517578118
labels_mask_case_id_TCGA-CC-5261_3_3_cell_expansion_13_0_threshold_0_6_facet_size_3.0.csv.tif,24874.42173455257,17921.580400657433,11824.565538782595
labels_mask_case_id_TCGA-K7-AAU7_3_0_cell_expansion_3_0_threshold_0_5_facet_size_3.0.csv.tif,23754.51343022,11058.283363562314,6665.902752438058
labels_mask_case_id_TCGA-G3-A5SK_1_0_cell_expansion_13_0_threshold_0_6_facet_size_3.0.csv.tif,24562.147058180857,15630.575226226609,9547.147873511618
labels_mask_case_id_TCGA-YA-A8S7_0_3_cell_expansion_7_0_threshold_0_8_facet_size_3.0.csv.tif,23063.464063200187,7002.605209908268,2840.941841615765
labels_mask_case_id_TCGA-CC-A3MA_4_3_cell_expansion_9_0_threshold_0_4_facet_size_3.0.csv.tif,24885.14365845632,18039.203929693973,11961.438093621968
labels_mask_case_id_TCGA-K7-AAU7_1_0_cell_expansion_7_0_threshold_0_6_facet_size_3.0.csv.tif,23027.68714067232,6960.611973091667,3133.3872799636183
labels_mask_case_id_TCGA-BC-A69I_3_2_cell_expansion_5_0_threshold_0_5_facet_size_3.0.csv.tif,23929.536180753494,11615.509894706967,6114.008990271848
labels_mask_case_id_TCGA-CC-A8HT_0_0_cell_expansion_11_0_threshold_0_8_facet_size_3.0.csv.tif,23156.97739410377,7342.696276002374,2985.360255029744
labels_mask_case_id_TCGA-CC-A8HT_0_3_cell_expansion_7_0_threshold_0_6_facet_size_3.0.csv.tif,24434.87102531896,14667.328130031095,8612.874768239652
labels_mask_case_id_TCGA-BC-A69I_4_0_cell_expansion_3_0_threshold_0_7_facet_size_3.0.csv.tif,23426.99104070884,8947.455027482009,4464.786515258249
labels_mask_case_id_TCGA-K7-AAU7_1_4_cell_expansion_13_0_threshold_0_6_facet_size_3.0.csv.tif,23401.29452554104,9069.045403238302,4846.441050475003
labels_mask_case_id_TCGA-YA-A8S7_1_1_cell_expansion_3_0_threshold_0_8_facet_size_3.0.csv.tif,22971.570728017825,6586.464773043554,2807.2345217800025
labels_mask_case_id_TCGA-YA-A8S7_0_2_cell_expansion_1_0_threshold_0_7_facet_size_3.0.csv.tif,23238.999723393747,8050.804087778517,4218.755423990113
labels_mask_case_id_TCGA-K7-AAU7_2_1_cell_expansion_11_0_threshold_0_4_facet_size_3.0.csv.tif,24210.63047502244,13584.05388912217,8124.898221006435
labels_mask_case_id_TCGA-DD-AAED_1_0_cell_expansion_7_0_threshold_0_5_facet_size_3.0.csv.tif,24256.95825080751,13450.5017883587,7485.247494465011
labels_mask_case_id_TCGA-CC-5261_2_3_cell_expansion_9_0_threshold_0_6_facet_size_3.0.csv.tif,24748.92942237369,16676.929557510968,10164.682670753326
labels_mask_case_id_TCGA-G3-A7M6_4_4_cell_expansion_15_0_threshold_0_6_facet_size_3.0.csv.tif,24332.99337015496,13754.572723293177,7540.099909954311
labels_mask_case_id_TCGA-CC-A8HT_0_3_cell_expansion_5_0_threshold_0_7_facet_size_3.0.csv.tif,23915.23033866125,11572.69979594947,6185.4171765912015
labels_mask_case_id_TCGA-CC-A1HT_0_3_cell_expansion_9_0_threshold_0_5_facet_size_3.0.csv.tif,24657.433909100186,16156.274427655011,10000.163438105265
labels_mask_case_id_TCGA-G3-A5SK_2_1_cell_expansion_13_0_threshold_0_4_facet_size_3.0.csv.tif,24753.73318544225,16955.891427068444,10724.750024500763
labels_mask_case_id_TCGA-G3-A7M6_3_3_cell_expansion_3_0_threshold_0_7_facet_size_3.0.csv.tif,23538.257296240587,9553.602012833817,5057.527019437583
labels_mask_case_id_TCGA-K7-AAU7_2_0_cell_expansion_15_0_threshold_0_8_facet_size_3.0.csv.tif,22295.564725834272,3345.912720479547,555.5313772235761
labels_mask_case_id_TCGA-K7-AAU7_1_1_cell_expansion_11_0_threshold_0_8_facet_size_3.0.csv.tif,22295.564725834272,3345.912720479547,555.5313772235761
labels_mask_case_id_TCGA-CC-A8HT_4_3_cell_expansion_3_0_threshold_0_6_facet_size_3.0.csv.tif,23590.690553701774,9883.836976815044,5462.762292374819
labels_mask_case_id_TCGA-CC-A3MA_1_1_cell_expansion_15_0_threshold_0_6_facet_size_3.0.csv.tif,24370.63546437497,14195.922903428189,8104.286389541498
labels_mask_case_id_TCGA-DD-AAED_2_4_cell_expansion_9_0_threshold_0_4_facet_size_3.0.csv.tif,24762.79651212731,16814.390401182856,10287.516896785102
labels_mask_case_id_TCGA-YA-A8S7_4_0_cell_expansion_15_0_threshold_0_4_facet_size_3.0.csv.tif,24825.07506441773,17657.865993717838,11749.27990933562
labels_mask_case_id_TCGA-CC-A1HT_2_2_cell_expansion_3_0_threshold_0_6_facet_size_3.0.csv.tif,24213.411187575737,13189.487979884783,7466.152335758994
labels_mask_case_id_TCGA-CC-A1HT_3_0_cell_expansion_1_0_threshold_0_5_facet_size_3.0.csv.tif,23588.519640994728,10182.848868896222,6496.642679690305
labels_mask_case_id_TCGA-G3-A5SK_2_1_cell_expansion_5_0_threshold_0_7_facet_size_3.0.csv.tif,24391.98875261149,14438.443721260708,8462.385473210505
labels_mask_case_id_TCGA-G3-A5SK_0_1_cell_expansion_7_0_threshold_0_7_facet_size_3.0.csv.tif,24247.03458711166,13529.58454476755,7737.0582294691985
labels_mask_case_id_TCGA-CC-5261_2_4_cell_expansion_7_0_threshold_0_8_facet_size_3.0.csv.tif,24133.89829609697,12629.169088451636,6675.354840205035
labels_mask_case_id_TCGA-CC-A8HT_4_0_cell_expansion_15_0_threshold_0_6_facet_size_3.0.csv.tif,24469.10158853025,14682.851093487516,8471.427417557054
labels_mask_case_id_TCGA-CC-A3MA_4_2_cell_expansion_7_0_threshold_0_4_facet_size_3.0.csv.tif,24013.241038800395,12510.455949924582,7348.083021150129
labels_mask_case_id_TCGA-CC-A1HT_2_2_cell_expansion_15_0_threshold_0_8_facet_size_3.0.csv.tif,24157.55403787511,12577.178988197422,6358.171082120995
labels_mask_case_id_TCGA-DD-AAED_4_0_cell_expansion_13_0_threshold_0_7_facet_size_3.0.csv.tif,24549.883548845097,15543.702440736546,9445.09469637952
labels_mask_case_id_TCGA-G3-A7M6_1_2_cell_expansion_15_0_threshold_0_4_facet_size_3.0.csv.tif,24934.79393032824,19110.29251871779,14471.110317384591
